GROUPING,TYPE,STATE,Premium,Losses,Quotes,Sales,Premium2,Losses2,Quotes2,Sales2,Premium3
33776,ZIP,FL,328359,213433,37548,5294,298807,147269,34169,5559,268926
33777,ZIP,FL,632697,455542,53715,6661,379618,323435,40823,3530,239159
33778,ZIP,FL,25184,12844,68907,9165,20903,12844,75109,8432,14423
33779,ZIP,FL,927715,862775,41158,1646,760726,603943,40335,1531,715082
33780,ZIP,FL,801122,696976,63425,7421,480673,355458,57083,6308,254757
33781,ZIP,FL,315981,290703,2094,111,186429,311052,2031,78,141686
33782,ZIP,FL,724141,789314,99616,7670,745865,576199,96628,6826,432602
33784,ZIP,FL,826622,289318,128480,4882,818356,188057,105354,3222,654685
33785,ZIP,FL,108988,96999,76968,2694,70842,86329,63114,1509,62341
33786,ZIP,FL,13066,6402,21576,1446,9800,4353,17908,1258,8036
33801,ZIP,FL,153820,141514,12385,706,116903,131608,8050,671,126255
33802,ZIP,FL,452443,176453,52823,6709,271466,134104,44900,4361,160165
33803,ZIP,FL,510539,423747,126185,18423,280796,241536,92115,9764,179709
33804,ZIP,FL,518388,482101,173053,14363,497652,323008,129790,8474,497652
33805,ZIP,FL,107022,67424,28245,2203,95250,44500,24573,1476,90488
33806,ZIP,FL,694615,757130,159095,18455,500123,741987,175005,18824,265065
33807,ZIP,FL,933899,831170,116733,3269,915221,847793,116733,1765,869460
33809,ZIP,FL,189331,136318,44740,6622,168505,89970,35345,4900,180300
33810,ZIP,FL,841245,403798,181265,10876,504747,411874,188516,9027,287706
33811,ZIP,FL,577266,248224,12051,362,565721,201061,9641,185,305489
33812,ZIP,FL,311316,112074,58689,6867,177450,113195,56928,4464,188097
33813,ZIP,FL,661878,655259,49508,1782,509646,439024,49013,1942,540225
33815,ZIP,FL,952337,1009477,46792,5521,571402,878245,51003,4582,308557
33820,ZIP,FL,450940,225470,119786,10182,284092,227725,110203,7026,275569
33823,ZIP,FL,899299,854334,3486,425,809369,845791,1813,391,768901
33825,ZIP,FL,151160,96742,50426,7060,119416,89003,36811,7695,126581
33826,ZIP,FL,390757,140673,2331,268,226639,153334,2471,158,174512
33827,ZIP,FL,259294,165948,156661,8146,267073,134418,155094,6110,227012
33830,ZIP,FL,372009,200885,73571,10815,241806,178788,80192,10058,263569
33831,ZIP,FL,232215,246148,74759,2243,185772,228918,52331,1323,109605
33834,ZIP,FL,823930,642665,44058,6212,502597,597678,30400,5156,251299
33835,ZIP,FL,131485,111762,185762,6130,98614,115115,117030,4781,57196
33836,ZIP,FL,145632,110680,134117,11400,91748,57554,97905,12426,83491
33837,ZIP,FL,548963,312909,163555,12103,466619,156455,139022,11619,485284
33838,ZIP,FL,81593,34269,28450,1707,71802,28786,17639,1639,66776
33839,ZIP,FL,256892,102757,3137,110,195238,75013,2290,103,191333
33840,ZIP,FL,583073,548089,44615,2900,489781,559051,33015,3132,470190
33841,ZIP,FL,808648,396238,40986,5246,582227,435862,27051,3935,518182
33843,ZIP,FL,792139,823825,18907,2458,435676,519010,17584,2679,287546
33844,ZIP,FL,395464,241233,155796,19786,288689,243645,99709,11674,288689
33845,ZIP,FL,257121,123418,54611,3604,164557,129589,60072,2523,143165
33846,ZIP,FL,741156,452105,113849,8994,437282,379768,122957,5846,419791
33847,ZIP,FL,162303,77905,68745,5568,160680,56092,55683,4454,83554
33848,ZIP,FL,698121,446797,72231,8668,383967,268078,70064,7975,376288
33849,ZIP,FL,220778,152337,54803,5919,231817,112729,47131,5209,252681
33850,ZIP,FL,934122,485743,25382,2208,551132,437169,24367,1479,275566
33851,ZIP,FL,337829,320938,58579,7029,300668,240704,49792,7029,204454
33852,ZIP,FL,266120,127738,128747,4506,194268,80475,124885,3380,180669
33853,ZIP,FL,867633,425140,97407,3020,459845,365620,79874,3020,335687
33854,ZIP,FL,514147,195376,110325,3972,555279,117226,83847,2979,294298
33855,ZIP,FL,88269,82973,136207,11033,54727,59741,115776,8606,46518
33856,ZIP,FL,234890,159725,23675,829,258379,86252,16336,555,162779
33857,ZIP,FL,607879,468067,32087,3241,474146,238714,24707,2528,412507
33858,ZIP,FL,760722,783544,141355,12722,600970,791379,145596,9287,582941
33859,ZIP,FL,325976,335755,22606,2781,325976,332397,19215,2364,312937
33860,ZIP,FL,923853,406495,150069,11105,877660,284547,153070,12104,728458
33862,ZIP,FL,824656,890628,107888,11544,511287,623440,62575,12583,526626
33863,ZIP,FL,673695,242530,12444,1730,377269,121265,12320,1263,230134
33865,ZIP,FL,662977,596679,22846,1165,689496,626513,14165,816,420593
33867,ZIP,FL,553221,486834,7762,1040,348529,496571,4269,1040,209117
33868,ZIP,FL,711936,320371,91069,4827,370207,163389,81051,2462,299868
33870,ZIP,FL,305705,116168,157453,6613,278192,101066,83450,5687,272628
33871,ZIP,FL,653680,392208,149529,8972,594849,329455,121118,4665,327167
33872,ZIP,FL,79326,38076,184135,5156,71393,27034,99433,3919,75677
33873,ZIP,FL,910096,546058,80472,5874,855490,333095,74034,3994,436300
33875,ZIP,FL,113614,79530,24882,2065,59079,67601,19906,2168,49036
33876,ZIP,FL,440628,255564,182318,10392,383346,153338,127623,10912,371846
33877,ZIP,FL,818639,581234,8143,904,728589,418488,6840,741,619301
33880,ZIP,FL,829855,365136,115839,12626,638988,189871,111205,13131,677327
33881,ZIP,FL,262459,112857,99640,7772,251961,116243,78716,4896,178892
33882,ZIP,FL,989775,613661,130727,3399,583967,601388,99353,3195,531410
33883,ZIP,FL,757482,704458,102000,7446,393891,401541,58140,5361,429341
33884,ZIP,FL,315008,245706,30805,924,179555,201479,29265,961,122097
33885,ZIP,FL,852246,502825,54979,5773,715887,543051,54429,4503,587027
33888,ZIP,FL,23515,18342,177107,15940,19517,10822,155854,14824,12881
33890,ZIP,FL,232614,183765,70874,6733,244245,128636,70874,7406,190511
33896,ZIP,FL,615876,252509,66230,8411,578923,184332,37751,5467,497874
33897,ZIP,FL,322025,115929,64376,6759,354228,67239,65664,5137,325890
33898,ZIP,FL,323581,207092,45142,2844,177970,115972,37468,2730,106782
33901,ZIP,FL,398186,187147,39840,2829,199093,189018,20318,1669,103528
33902,ZIP,FL,901381,612939,154078,6317,802229,625198,161782,6759,609694
33903,ZIP,FL,944698,963592,61179,5078,708524,510704,62403,3250,566819
33904,ZIP,FL,427921,205402,112116,5382,278149,203348,73997,3444,186360
33905,ZIP,FL,512826,451287,156790,20383,441030,270772,112889,10803,423389
33906,ZIP,FL,253589,207943,15843,2297,245981,126845,16160,1952,238602
33907,ZIP,FL,919297,680280,83095,4072,569964,564632,60659,2525,512968
33908,ZIP,FL,431996,414716,52196,6264,358557,252977,36015,5951,218720
33909,ZIP,FL,715248,271794,3304,192,357624,187538,2115,115,311133
33910,ZIP,FL,321414,205705,33467,4485,170349,168678,36814,4350,124355
33911,ZIP,FL,426726,221898,195938,8033,430993,159767,109725,7792,219806
33912,ZIP,FL,930668,418801,157664,23334,698001,414613,157664,22167,558401
33913,ZIP,FL,347672,139069,189309,18742,180789,112646,159020,16680,110281
33914,ZIP,FL,957026,736910,141772,6380,1043158,759017,116253,3509,657190
33915,ZIP,FL,780905,382643,72656,2325,648151,248718,48680,2511,615743
33916,ZIP,FL,407331,313645,96006,4896,427698,291690,92166,4162,397759
33917,ZIP,FL,144772,96997,110238,11465,153458,104757,102521,11809,161131
33918,ZIP,FL,693226,263426,143631,10772,381274,210741,109160,6894,392712
33919,ZIP,FL,608915,663717,55180,1655,462775,331859,48007,1010,397987
33920,ZIP,FL,592333,473866,102558,8615,633796,312752,99481,7754,545065
33921,ZIP,FL,983501,413070,78515,8087,1013006,280888,69093,7844,658454
33922,ZIP,FL,184216,125267,124138,6331,197111,63886,68276,4052,199082
33924,ZIP,FL,997452,418930,82367,11861,837860,330955,53539,6286,703802
33927,ZIP,FL,581181,464945,132013,11881,511439,502141,134653,8079,490981
33928,ZIP,FL,326097,150005,36475,1751,260878,85503,30274,1086,187832
33930,ZIP,FL,839239,394442,121785,18024,570683,402331,81596,10814,348117
33931,ZIP,FL,237019,246500,142498,19095,161173,133110,105449,12030,82198
33932,ZIP,FL,275394,247855,45558,2369,247855,193327,49203,1895,245376
33935,ZIP,FL,473919,317526,148423,20334,317526,279423,163265,17284,203217
33936,ZIP,FL,488201,341741,62101,8694,244101,181123,65206,9216,263629
33938,ZIP,FL,112510,120386,105644,13839,121511,93901,114096,9549,104499
33944,ZIP,FL,86466,90789,142404,6408,89925,70815,81170,6088,53056
33945,ZIP,FL,158924,135085,157003,17270,174816,124278,100482,11744,90904
33946,ZIP,FL,227398,118247,56823,4773,193288,82773,45458,3198,150765
33947,ZIP,FL,917655,715771,88367,8483,697418,372201,61857,8059,739263
33948,ZIP,FL,265024,219970,24757,693,212019,169377,17825,589,226860
33949,ZIP,FL,178729,66130,66847,8824,166218,65469,57488,8383,99731
33950,ZIP,FL,50642,48616,41896,2262,45071,27225,30165,1199,34254
33951,ZIP,FL,798629,782656,172243,13779,822588,610472,89566,14330,855492
33952,ZIP,FL,201777,84746,5222,334,133173,88983,5065,184,117192
33953,ZIP,FL,983341,776839,99104,12091,885007,838986,64418,9068,955808
33954,ZIP,FL,889580,845101,5031,297,631602,692983,4528,232,618970
33955,ZIP,FL,526773,210709,42250,4014,568915,195959,37180,3613,438065
33956,ZIP,FL,296243,174783,139095,16135,157009,139826,116840,12424,108336
33957,ZIP,FL,507175,278946,59705,7702,334736,278946,33435,4544,224273
33960,ZIP,FL,186649,136254,138577,19817,108256,103553,74832,9909,85522
33965,ZIP,FL,425683,446967,151038,4984,404399,393331,95154,2990,283079
33966,ZIP,FL,531101,568278,187171,18156,414259,505767,127276,16340,256841
33967,ZIP,FL,880356,413767,169275,11003,475392,426180,159119,7262,484900
33970,ZIP,FL,894446,894446,66226,2980,608223,465112,33113,1520,468332
33971,ZIP,FL,368370,357319,173189,16626,209971,196525,102182,16293,136481
33972,ZIP,FL,860953,714591,66117,4827,490743,428755,41654,3331,343520
33975,ZIP,FL,209266,226007,195803,22909,223915,241827,144894,21305,158980
33980,ZIP,FL,136338,125431,164988,5115,87256,134211,115492,4910,45373
33981,ZIP,FL,144233,109617,20483,2888,158656,115098,14748,3119,92020
33982,ZIP,FL,577659,358149,160310,18275,502563,179075,171532,16996,381948
33983,ZIP,FL,221161,212315,104294,4589,117215,163483,74049,2295,125420
33990,ZIP,FL,341483,293675,25774,1701,235623,305422,27836,1803,155511
33991,ZIP,FL,342267,188247,151612,13797,205360,152480,150096,12417,141698
33993,ZIP,FL,952991,352607,156106,4683,895812,260929,142056,4543,859980
33994,ZIP,FL,18800,9776,133912,6963,18236,5572,108469,5710,19513
34101,ZIP,FL,98706,51327,17599,722,61198,38495,13023,397,64870
34102,ZIP,FL,117513,85784,6662,933,94010,91789,6928,840,50765
34103,ZIP,FL,284017,218693,9825,963,195972,157459,6976,857,97986
34104,ZIP,FL,674888,722130,132763,18056,425179,433278,114176,16431,344395
34105,ZIP,FL,569511,375877,141884,19864,580901,342048,150397,21652,487957
34106,ZIP,FL,905122,715046,89077,6503,796507,715046,51665,7023,406219
34107,ZIP,FL,855279,684223,31917,4022,513167,561063,31917,3338,456719
34108,ZIP,FL,140282,60321,188698,12831,143088,37399,192472,14114,157397
34109,ZIP,FL,964929,405270,104508,5225,569308,405270,103463,4859,540843
34110,ZIP,FL,765286,466824,128040,5506,635187,247417,128040,3083,336649
34112,ZIP,FL,266114,186280,95387,8680,178296,171378,86802,8420,103412
34113,ZIP,FL,585173,491545,153075,8113,538359,491545,102560,7707,452222
34114,ZIP,FL,290575,124947,97798,8508,296387,132444,106600,5445,160049
34116,ZIP,FL,722216,296109,114285,10971,743882,162860,66285,7021,647177
34117,ZIP,FL,27278,28642,56297,1745,29460,30074,37156,1256,28871
34119,ZIP,FL,328508,167539,167211,23242,183964,155811,137113,16037,149011
34120,ZIP,FL,920728,782619,89908,7462,920728,469571,51248,5970,561644
34133,ZIP,FL,767966,575975,11174,1207,583654,311027,7487,1123,513616
34134,ZIP,FL,924615,554769,137192,19207,813661,377243,80943,13253,732295
34135,ZIP,FL,381196,182974,153253,7356,407880,148209,76627,4708,314068
34136,ZIP,FL,171067,82112,175768,14765,88955,56657,131826,11812,59600
34137,ZIP,FL,198357,194390,91320,12602,216209,134129,88580,6553,172967
34138,ZIP,FL,613873,656844,136051,20408,534070,328422,100678,21224,267035
34139,ZIP,FL,881434,449531,56775,4599,828548,305681,56775,4047,687695
34140,ZIP,FL,996797,996797,85091,4255,767534,927021,53607,3319,560300
34141,ZIP,FL,982218,746486,630,57,510753,686767,485,52,526076
34142,ZIP,FL,147973,99142,141137,15666,133176,90219,155251,14569,71915
34143,ZIP,FL,246991,150665,142569,4135,259341,103959,99798,3515,269715
34145,ZIP,FL,483997,522717,38351,5446,382358,533171,19176,3594,244709
34146,ZIP,FL,575697,483585,147484,14453,345418,304659,162232,11707,283243
34201,ZIP,FL,563166,270320,159229,11305,343531,175708,170375,10061,298872
34202,ZIP,FL,96005,84484,80856,9945,100805,55759,66302,9846,66531
34203,ZIP,FL,180261,109959,96179,4328,194682,100063,75981,2554,157692
34204,ZIP,FL,874711,358632,145399,12650,857217,294078,158485,11765,788640
34205,ZIP,FL,625753,613238,22323,960,588208,650032,23439,1008,570562
34206,ZIP,FL,798301,798301,177152,17007,814267,854182,148808,13436,708412
34207,ZIP,FL,719274,553841,166443,7823,460335,282459,116510,7432,474145
34208,ZIP,FL,407638,391332,111834,9394,232354,277846,89467,9206,250942
34209,ZIP,FL,618773,606398,161208,23214,624961,382031,154760,13232,387476
34210,ZIP,FL,479850,383880,174387,20926,527835,372364,151717,22182,554227
34211,ZIP,FL,728546,764973,19946,2034,648406,619628,20544,1464,570597
34212,ZIP,FL,765281,283154,80272,8589,704059,305806,64218,7988,612531
34215,ZIP,FL,768980,822809,67716,6094,584425,839265,57559,3535,496761
34216,ZIP,FL,55578,56690,21232,616,43907,40817,10828,530,48298
34217,ZIP,FL,407957,379400,5538,620,403877,341460,5427,322,371567
34218,ZIP,FL,374101,134676,158451,19014,317986,105047,160036,13120,289367
34219,ZIP,FL,1415,1387,45730,5991,1231,749,50303,4433,1329
34220,ZIP,FL,145446,138174,96520,8204,94540,89813,78181,8532,60506
34221,ZIP,FL,472741,193824,199020,13334,364011,96912,163196,6800,382212
34222,ZIP,FL,332604,202888,37673,4860,352560,139993,24864,4666,271471
34223,ZIP,FL,334585,143872,148549,5199,204097,142433,86158,3015,169401
34224,ZIP,FL,192852,75212,197550,10865,181281,39862,189648,10430,164966
34228,ZIP,FL,338161,344924,31974,1631,267147,210404,17905,1484,227075
34229,ZIP,FL,392323,258933,185951,27149,349167,147592,152480,23077,324725
34230,ZIP,FL,22760,15704,38156,3510,16387,10051,33577,3019,14257
34231,ZIP,FL,324219,243164,32212,1160,175078,238301,33500,1009,192586
34232,ZIP,FL,207338,95375,92440,10168,134770,75346,73028,8846,132075
34233,ZIP,FL,793444,349115,45674,4339,523673,282783,38823,3515,549857
34234,ZIP,FL,559602,520430,181256,5438,369337,312258,106941,4024,203135
34235,ZIP,FL,655709,439325,19617,1628,721280,395393,20009,1791,613088
34236,ZIP,FL,796571,788605,177921,24197,613360,670314,193934,25649,312814
34237,ZIP,FL,857299,711558,9197,644,531525,611940,5702,322,435851
34238,ZIP,FL,951249,684899,58289,3206,732462,383543,53043,1988,366231
34239,ZIP,FL,39896,20347,111372,6905,36704,13226,122509,7526,24592
34240,ZIP,FL,532188,399141,180243,12437,276738,371201,160416,11069,138369
34241,ZIP,FL,290558,148185,65608,6036,209202,152631,38709,3320,152717
34242,ZIP,FL,482966,371884,179907,4678,400862,234287,190701,3368,388836
34243,ZIP,FL,279620,184549,25375,1751,198530,182704,17509,1786,210442
34250,ZIP,FL,316305,117033,74111,10376,294164,72560,80040,10999,200032
34251,ZIP,FL,409113,343655,152602,18923,413204,347092,155654,20815,425600
34260,ZIP,FL,448223,466152,191661,26258,251005,377583,113080,18643,150603
34264,ZIP,FL,515614,345461,31310,2755,391867,335097,32876,1681,282144
34265,ZIP,FL,874856,796119,77254,2549,542411,724468,84979,1708,357991
34266,ZIP,FL,704080,457652,8090,858,535101,443922,4854,532,497644
34267,ZIP,FL,777313,582985,83200,7654,785086,338131,48256,6429,847893
34268,ZIP,FL,88671,86898,106580,13749,84237,60829,116172,11549,84237
34269,ZIP,FL,426521,362543,33833,3823,400930,217526,18270,2982,304707
34270,ZIP,FL,264529,119038,104474,5433,224850,96421,57461,4835,186626
34272,ZIP,FL,69711,56466,65262,6461,62043,40656,69830,6009,48394
34274,ZIP,FL,684480,383309,30922,2072,643411,417807,19172,1906,611240
34275,ZIP,FL,659751,455228,142223,9671,606971,268585,86756,6866,625180
34276,ZIP,FL,435392,256881,144886,13040,444100,166973,134744,7563,408572
34277,ZIP,FL,648396,590040,19725,2150,674332,354024,21106,2172,499006
34278,ZIP,FL,525348,204886,104196,13545,493827,200788,72937,8262,404938
34280,ZIP,FL,253435,248366,112870,6095,273710,198693,83524,3962,273710
34281,ZIP,FL,722937,289175,156825,11919,607267,193747,144279,11085,449378
34282,ZIP,FL,359978,205187,45660,3470,223186,160046,25570,1874,241041
34284,ZIP,FL,968868,348792,60739,7835,600698,331352,36443,5093,552642
34285,ZIP,FL,724127,369305,162504,8450,738610,269593,134878,6676,546571
34286,ZIP,FL,965648,898053,157824,13099,1013930,817228,107320,13885,892258
34287,ZIP,FL,131301,73529,90964,13463,97163,75000,72771,13059,61213
34288,ZIP,FL,354101,265576,180209,17660,223084,191215,131553,10419,127158
34289,ZIP,FL,954104,839612,364,12,477052,755651,244,11,462740
34292,ZIP,FL,610899,507046,39042,4724,366539,395496,19521,2456,186935
34293,ZIP,FL,3852,2696,43058,4177,4006,1698,44350,3342,3405
34295,ZIP,FL,733852,719175,87569,3152,682482,596915,74434,3467,709781
34420,ZIP,FL,252261,267397,101088,14557,176583,275419,99066,14120,164222
34421,ZIP,FL,1548,1424,109097,16255,913,1153,98187,15442,986
34423,ZIP,FL,839671,596166,91509,13635,856464,655783,49415,14862,873593
34428,ZIP,FL,157620,132401,33018,1123,173382,100625,34009,1213,147375
34429,ZIP,FL,161854,92257,49814,4832,118153,95025,48320,3866,120516
34430,ZIP,FL,237543,161529,166940,18530,218540,92072,131883,14453,201057
34431,ZIP,FL,986070,354985,167211,22741,798717,202341,168883,22968,423320
34432,ZIP,FL,772517,386259,198733,13315,726166,285832,145075,11584,457485
34433,ZIP,FL,44781,47468,30143,3647,24182,51740,18990,2662,15235
34434,ZIP,FL,644160,251222,97404,12176,611952,173343,92534,10471,654789
34436,ZIP,FL,709328,283731,64521,8388,631302,241171,64521,7885,359842
34442,ZIP,FL,292117,257063,29851,2149,233694,133673,22388,2192,168260
34445,ZIP,FL,672469,275712,73615,2135,524526,212298,51531,2242,325206
34446,ZIP,FL,604932,278269,123894,9416,308515,306096,95398,7721,293089
34447,ZIP,FL,48438,26157,82961,11034,30516,20664,81302,9379,25328
34448,ZIP,FL,857468,428734,198570,27998,831744,437309,152899,13999,773522
34449,ZIP,FL,894079,366572,128459,19012,563270,208946,125890,19963,377391
34450,ZIP,FL,496405,342519,8814,1190,431872,321968,5024,666,462103
34451,ZIP,FL,716993,394346,189094,6996,580764,224777,145602,6226,429765
34452,ZIP,FL,79106,82270,18964,1915,54583,50185,12137,1053,33841
34453,ZIP,FL,490362,328543,91507,9791,441326,249693,60395,8910,445739
34460,ZIP,FL,505272,288005,93731,11623,535588,144003,103104,7671,535588
34461,ZIP,FL,54592,42582,176840,20867,27296,35769,111409,10434,29207
34464,ZIP,FL,94409,97241,114571,3895,76471,48621,76763,3895,81059
34465,ZIP,FL,926168,592748,85801,11926,629794,343794,55771,7990,466048
34470,ZIP,FL,779884,358747,90020,11343,577114,387447,74717,11683,467462
34471,ZIP,FL,388881,377215,189449,5494,276106,286683,172399,3077,223646
34472,ZIP,FL,686266,411760,24934,723,638227,366466,27178,513,574404
34473,ZIP,FL,403255,145172,20265,1479,314539,97265,16617,858,210741
34474,ZIP,FL,970130,873117,41589,1705,514169,855655,25785,1552,375343
34475,ZIP,FL,590037,354022,142769,16561,330421,219494,94228,17555,270945
34476,ZIP,FL,744408,260543,5577,201,558306,177169,3848,205,519225
34477,ZIP,FL,453359,262948,121833,10234,444292,212988,125488,10439,257689
34478,ZIP,FL,650018,247007,161691,16331,390011,209956,101865,12085,296408
34479,ZIP,FL,88055,34341,80078,10170,82772,29877,83281,10780,43869
34480,ZIP,FL,678017,237306,115858,3360,440711,199337,111224,2150,370197
34481,ZIP,FL,727128,283580,133663,14837,654415,243879,98911,13798,497355
34482,ZIP,FL,500736,265390,7142,500,390574,167196,4142,295,406197
34483,ZIP,FL,919848,551909,183091,16295,772672,562947,183091,8962,564051
34484,ZIP,FL,651739,247661,29246,1111,703878,200605,28954,744,443443
34487,ZIP,FL,771014,616811,181599,18160,439478,542794,143463,18342,276871
34488,ZIP,FL,58864,57098,3867,553,55332,55956,4176,354,42606
34489,ZIP,FL,125228,91416,22067,3001,70128,66734,24053,2341,36467
34491,ZIP,FL,47319,17981,129467,17219,45426,16722,77680,15669,23622
34492,ZIP,FL,119919,99533,139715,6846,116321,57729,150892,7257,117484
34498,ZIP,FL,736975,670647,142731,17556,626429,536518,89921,16678,451029
34601,ZIP,FL,805384,289938,110595,12608,813438,156567,101747,8195,780900
34602,ZIP,FL,614154,644862,48240,1785,528172,451403,48240,1250,538735
34603,ZIP,FL,598042,627944,141335,10317,520297,552591,86214,6397,338193
34604,ZIP,FL,767401,306960,1021,77,521833,184176,653,39,328755
34605,ZIP,FL,180630,160761,41471,1534,140891,127001,43959,1043,70446
34606,ZIP,FL,576969,421187,126101,18159,588508,265348,93315,18159,506117
34607,ZIP,FL,361010,231046,20633,2703,379061,124765,18157,1649,382852
34608,ZIP,FL,952101,733118,171477,9774,723597,703793,130323,5767,412450
34609,ZIP,FL,194407,104980,122395,14565,211904,62988,91796,15730,139857
34610,ZIP,FL,328925,305900,133781,7358,171041,235543,80269,4341,94073
34611,ZIP,FL,653370,620702,15524,1087,555365,378628,12885,837,327665
34613,ZIP,FL,694938,486457,76701,9358,708837,515644,52157,8703,559981
34614,ZIP,FL,58931,32412,132929,9438,52449,25605,123624,6701,26749
34636,ZIP,FL,237094,149369,198448,6549,213385,126964,176619,4715,142968
34637,ZIP,FL,873579,454261,97479,9358,672656,458804,93580,8516,356508
34638,ZIP,FL,462180,355879,101231,13261,499154,341644,78960,7957,304484
34639,ZIP,FL,581429,255829,23296,1142,633758,143264,12813,1108,399268
34652,ZIP,FL,681540,456632,158758,10002,388478,379005,138119,10302,404017
34653,ZIP,FL,162057,79408,53834,6299,118302,73055,59217,6929,60334
34654,ZIP,FL,18152,17244,189247,10219,14159,15692,140043,9912,10619
34655,ZIP,FL,372190,327527,197070,7883,245645,255471,126125,7489,127735
34656,ZIP,FL,486586,321147,89442,10912,442793,253706,86759,9821,394086
34660,ZIP,FL,448644,444158,141530,12172,242268,373093,123131,13267,230155
34661,ZIP,FL,139989,61595,28732,2327,151188,36957,21836,2443,148164
34667,ZIP,FL,660954,555201,199517,9776,654344,527441,103749,4986,556192
34668,ZIP,FL,579127,318520,59903,7787,347476,299409,63497,8488,194587
34669,ZIP,FL,485556,330178,20689,1365,490412,178296,13448,1174,534549
34673,ZIP,FL,998504,409387,58115,6916,1098354,315228,53466,3596,845733
34674,ZIP,FL,533327,405329,148224,11117,277330,210771,143777,7560,138665
34677,ZIP,FL,68346,48526,39701,2025,61511,51923,27394,1701,59051
34679,ZIP,FL,648200,226870,94706,14206,661164,117972,104177,10228,700834
34680,ZIP,FL,71732,43757,137925,9103,43757,30192,140684,7464,45945
34681,ZIP,FL,491460,280132,91127,8839,255559,221304,100240,7160,224892
34682,ZIP,FL,337214,370935,18305,2654,249538,396900,9885,1752,199630
34683,ZIP,FL,896964,565087,196666,29500,520239,593341,145533,24190,551453
34684,ZIP,FL,447530,268518,72332,8897,272993,166481,44123,7385,136497
34685,ZIP,FL,2381,1691,106582,11937,2214,1606,63949,10743,2391
34688,ZIP,FL,292913,322204,8819,1058,228472,351202,7761,1058,191916
34689,ZIP,FL,620741,260711,3513,302,645571,192926,1862,184,574558
34690,ZIP,FL,259942,168962,32518,2569,137769,111515,28941,2235,122614
34691,ZIP,FL,30768,11384,83409,9175,18768,8652,50045,7524,18393
34692,ZIP,FL,612674,263450,58875,1531,557533,234471,46511,1439,345670
34695,ZIP,FL,691840,442778,123396,6417,754106,447206,117226,4171,784270
34697,ZIP,FL,753501,640476,196481,24167,534986,614857,168974,25134,449388
34698,ZIP,FL,156397,120426,173022,4845,140757,74664,126306,2713,74601
34705,ZIP,FL,161918,114962,74615,6641,153822,109214,46261,5379,136902
34711,ZIP,FL,629861,340125,137448,6872,585771,193871,111333,3917,298743
34712,ZIP,FL,147088,139734,90673,10790,123554,148118,97927,5935,81546
34713,ZIP,FL,166759,175097,167502,10218,138410,106809,103851,5416,76126
34714,ZIP,FL,748106,359091,158441,17270,448864,280091,117246,16579,345625
34715,ZIP,FL,403393,435664,49675,3130,221866,248328,40734,3036,184149
34729,ZIP,FL,478573,311072,185914,26586,521645,339068,92957,20471,349502
34731,ZIP,FL,144665,59313,174667,17467,143218,32622,94320,14672,90227
34734,ZIP,FL,303130,106096,173789,16336,166722,71084,111225,10782,178393
34736,ZIP,FL,398961,363055,63232,2150,243366,188789,53115,2172,126550
34737,ZIP,FL,735429,764846,110428,7178,580989,772494,81717,4020,371833
34739,ZIP,FL,653804,346516,40973,4343,523043,284143,40563,3474,303365
34740,ZIP,FL,158415,112475,43060,2067,172672,66360,34448,1798,179579
34741,ZIP,FL,729106,313516,12692,1536,750979,225732,9138,845,585764
34742,ZIP,FL,689112,316992,143512,15643,682221,199705,150688,8604,668577
34743,ZIP,FL,141047,90270,65775,5196,132584,59578,48674,3066,111371
34744,ZIP,FL,794807,357663,95149,14177,858392,196715,72313,13326,806888
34745,ZIP,FL,168276,58897,162659,23260,89186,34749,113861,12095,96321
34746,ZIP,FL,266777,160066,193234,26087,277448,128053,104346,24261,258027
34747,ZIP,FL,117704,94163,108451,7483,98871,101696,112789,4415,106781
34748,ZIP,FL,958997,891867,120203,3125,978177,606470,102173,2313,596688
34749,ZIP,FL,586819,498796,20443,1963,645501,364121,12675,1649,342116
34753,ZIP,FL,531472,186015,108208,14933,414548,107889,62761,7616,261165
34755,ZIP,FL,542709,309344,140393,15303,569844,176326,84236,12242,387494
34756,ZIP,FL,270063,226853,15395,1801,229554,190557,7698,1981,135437
34758,ZIP,FL,548983,367819,5179,741,301941,253795,4247,422,304960
34759,ZIP,FL,294839,212284,48001,2304,318426,106142,43681,2350,312057
34760,ZIP,FL,476126,366617,197305,9865,328527,263964,207170,7300,331812
34761,ZIP,FL,835336,350841,189893,26775,768509,189454,106340,27846,522586
34762,ZIP,FL,544301,321138,82250,9870,429998,179837,48528,5231,455798
34769,ZIP,FL,197763,160188,75990,4635,98882,148975,70671,2920,62296
34770,ZIP,FL,628056,515006,158372,17579,558970,375954,85521,15821,324203
34771,ZIP,FL,439962,483958,152305,15231,237579,493637,135551,16297,216197
34772,ZIP,FL,14224,7539,10407,552,14224,7916,9991,315,14651
34773,ZIP,FL,674223,707934,109986,8689,539378,559268,63792,8689,485440
34777,ZIP,FL,469452,319227,86582,5541,403729,169190,70997,2992,331058
34778,ZIP,FL,597318,322552,113182,6338,633157,251591,80359,4563,455873
34785,ZIP,FL,914052,703820,67426,7147,584993,746049,72820,5146,380245
34786,ZIP,FL,723718,759904,114600,3094,593449,805498,126060,3249,623121
34787,ZIP,FL,125940,57932,97893,5188,86899,48084,97893,4462,80816
34788,ZIP,FL,711365,761161,64497,5224,611774,479531,39343,5694,379300
